Name,ISIN,Symbol,Market,Trading Currency,Open,High,Low,Last,Last Date/Time,Time Zone,Volume,Turnover
1000MERCIS,FR0010285965,ALMIL,Euronext Growth Paris,EUR,23,23.1,23,23.1,28/05/2019 15:12,CET,23,529.6
2CRSI,FR0013341781,2CRSI,Euronext Paris,EUR,9.22,9.34,9.16,9.2,28/05/2019 17:35,CET,2857,26409.5
4SERVICE CLOUD,CH0299791381,MLOVE,Euronext Access Paris,EUR,0.055,0.055,0.055,0.055,04/04/2019 11:30,CET,1,0.06
A TOUTE VITESSE,FR0010050773,MLATV,Euronext Access Paris,EUR,1.69,1.69,1.69,1.69,23/05/2019 11:30,CET,2,3.38
A.S.T. GROUPE,FR0000076887,ASP,Euronext Paris,EUR,4.18,4.18,4.15,4.16,28/05/2019 17:17,CET,2995,12464.55
AALBERTS NV,NL0000852564,AALB,Euronext Amsterdam,EUR,30.48,30.61,30.25,30.31,28/05/2019 17:35,CET,269403,8180965.59
AB INBEV,BE0974293251,ABI,Euronext Brussels,EUR,74.3,74.42,73.46,73.96,28/05/2019 17:37,CET,1531464,113295068.93
AB SCIENCE,FR0010557264,AB,Euronext Paris,EUR,4.245,4.245,3.955,3.975,28/05/2019 17:36,CET,98460,402835.26
ABBEY PLC,IE0000020408,DOY,Euronext Growth Dublin,EUR,13.9,13.9,13.9,13.9,28/05/2019 07:00,UTC,36,500.4
ABC ARBITRAGE,FR0004040608,ABCA,Euronext Paris,EUR,6.39,6.4,6.33,6.4,28/05/2019 17:35,CET,34949,222913.02
ABEO,FR0013185857,ABEO,Euronext Paris,EUR,28.3,28.7,28.3,28.6,28/05/2019 17:19,CET,1406,40246.5
ABIVAX,FR0012333284,ABVX,Euronext Paris,EUR,9.11,9.13,9.03,9.03,28/05/2019 16:50,CET,4243,38393.8
ABN AMRO Group,NL0011540547,ABN,Euronext Amsterdam,EUR,19.36,19.37,19,19.03,28/05/2019 17:35,CET,2461360,46994674.05
ABO GROUP,BE0974278104,ABO,Euronext Brussels,EUR,2.34,2.34,2.34,2.34,22/05/2019 11:30,CET,4,9.36
ACACIA PHARMA,GB00BYWF9Y76,ACPH,Euronext Brussels,EUR,1.63,1.64,1.61,1.64,28/05/2019 17:29,CET,26493,43122.78
ACANTHE DEV.,FR0000064602,ACAN,Euronext Paris,EUR,0.528,0.528,0.512,0.52,28/05/2019 17:35,CET,7910,4157.99
ACCELL GROUP,NL0009767532,ACCEL,Euronext Amsterdam,EUR,24.1,24.25,24,24.25,28/05/2019 17:35,CET,47985,1162184.55
ACCENTIS,BE0003696102,ACCB,Euronext Brussels,EUR,0.0405,0.0415,0.0405,0.0415,28/05/2019 17:29,CET,271236,11185.06
ACCOR,FR0000120404,AC,Euronext Paris,EUR,34.16,34.4,33.97,34.15,28/05/2019 17:36,CET,1217375,41580513.2
ACCSYS,GB00BQQFX454,AXS,Euronext Amsterdam,EUR,1.31,1.315,1.31,1.315,28/05/2019 14:55,CET,2077,2724.37
ACHETER-LOUER.FR,FR0010493510,ALALO,Euronext Growth Paris,EUR,0.0234,0.024,0.0226,0.0239,28/05/2019 17:05,CET,2405788,56577.05
ACKERMANS V.HAAREN,BE0003764785,ACKB,Euronext Brussels,EUR,138.6,142.1,138.6,140.8,28/05/2019 17:35,CET,58221,8195191.4
ACTEOS,FR0000076861,EOS,Euronext Paris,EUR,1.165,1.165,1.15,1.15,28/05/2019 16:06,CET,701,807.97
ACTIA GROUP,FR0000076655,ATI,Euronext Paris,EUR,3.905,3.94,3.875,3.92,28/05/2019 17:35,CET,7282,28498.99
ACTIPLAY (GROUPE),FR0011038348,ALACT,Euronext Growth Paris,EUR,0.176,0.176,0.122,0.126,28/05/2019 16:55,CET,6203,1029.72
ACTIVIUM GROUP,FR0010979377,MLACT,Euronext Access Paris,EUR,0.73,0.73,0.73,0.73,22/05/2019 11:30,CET,72,52.56
ADA,FR0000053076,ALADA,Euronext Growth Paris,EUR,10,10,10,10,28/05/2019 09:00,CET,1,10
ADC SIIC,BE0974269012,ALDV,Euronext Paris,EUR,0.088,0.088,0.088,0.088,23/05/2019 11:30,CET,4,0.35
ADELPHI GERE,PTADH0AE0004,MLAGE,Euronext Access Lisbon,EUR,-,-,-,-,-,-,-,-
ADEUNIS,FR0013284627,ALARF,Euronext Growth Paris,EUR,4.47,4.9,4.3,4.88,28/05/2019 17:14,CET,6960,31789.47
ADL PARTNER,FR0000062978,ALP,Euronext Paris,EUR,15.75,15.8,15.7,15.7,28/05/2019 17:15,CET,620,9774.35
ADOCIA,FR0011184241,ADOC,Euronext Paris,EUR,17.8,18.12,17.8,17.92,28/05/2019 17:35,CET,7302,130901.5
ADOMOS,FR0013247244,ALADO,Euronext Growth Paris,EUR,0.83,0.839,0.825,0.838,28/05/2019 15:58,CET,17161,14250.65
ADP,FR0010340141,ADP,Euronext Paris,EUR,155.2,156.3,154.7,154.7,28/05/2019 17:35,CET,124322,19265960.9
ADTHINK,FR0010457531,ALADM,Euronext Growth Paris,EUR,1.385,1.385,1.38,1.38,28/05/2019 17:04,CET,121,166.99
ADUX,FR0012821890,ADUX,Euronext Paris,EUR,2.16,2.16,2,2.02,28/05/2019 17:35,CET,752,1528.6
ADVENIS,FR0004152874,ADV,Euronext Paris,EUR,1.39,1.39,1.39,1.39,28/05/2019 09:00,CET,1,1.39
ADVICENNE,FR0013296746,ADVIC,Euronext Paris,EUR,9.76,10.1,9.64,10,28/05/2019 16:36,CET,1907,18876.76
ADVINI,FR0000053043,ADVI,Euronext Paris,EUR,28.4,28.4,28.4,28.4,28/05/2019 09:00,CET,1,28.4
ADYEN,NL0012969182,ADYEN,Euronext Amsterdam,EUR,722.8,736.6,722,732.2,28/05/2019 17:35,CET,132377,96604767.4
AEDIFICA,BE0003851681,AED,Euronext Brussels,EUR,82.4,83,81.7,82.6,28/05/2019 17:35,CET,52555,4337418.8
AEGON,NL0000303709,AGN,Euronext Amsterdam,EUR,4.181,4.209,4.108,4.146,28/05/2019 17:35,CET,11386434,47246007.95
AFONE PARTICIP.,FR0000044612,AFO,Euronext Paris,EUR,14.9,14.9,14,14.9,28/05/2019 11:48,CET,1620,23446.7
AG3I,FR0011908045,MLAGI,Euronext Access Paris,EUR,3.46,3.46,3.46,3.46,25/04/2019 11:38,CET,74,256.04
AGEAS,BE0974264930,AGS,Euronext Brussels,EUR,43.34,43.61,42.85,43.41,28/05/2019 17:35,CET,922760,40033243.66
AGFA-GEVAERT,BE0003755692,AGFB,Euronext Brussels,EUR,3.756,3.778,3.66,3.734,28/05/2019 17:35,CET,391852,1457284.05
AGROGENERATION,FR0010641449,ALAGR,Euronext Growth Paris,EUR,0.137,0.137,0.137,0.137,28/05/2019 16:12,CET,46703,6398.32
AGROGENERATIONNV19,FR0013399185,AGRNV,Euronext Growth Paris,EUR,0.111,0.12,0.111,0.12,27/05/2019 16:30,CET,20276,2255.14
AGTA RECORD,CH0008853209,AGTA,Euronext Paris,EUR,69,69,69,69,28/05/2019 11:33,CET,95,6555
AGUAS DA CURIA,PTCUR0AP0000,CUR,Euronext Access Lisbon,EUR,1.17,1.17,1.17,1.17,06/09/2017 20:30,BST,32,37.44
AHOLD DEL,NL0011794037,AD,"Euronext Amsterdam, Brussels",EUR,20.46,20.68,20.435,20.565,28/05/2019 17:35,CET,4767058,98070455.77
AIB GROUP PLC,IE00BF0L3536,A5G,Euronext Dublin,EUR,3.88,3.88,3.756,3.758,28/05/2019 15:30,UTC,6836960,25724193.61
AIR FRANCE -KLM,FR0000031122,AF,"Euronext Paris, Amsterdam",EUR,7.84,7.96,7.788,7.806,28/05/2019 17:38,CET,3006188,23617383.64
AIR LIQUIDE,FR0000120073,AI,Euronext Paris,EUR,114.95,114.95,113,113,28/05/2019 17:36,CET,1149657,130280832.55
AIR MARINE,FR0013285103,MLAIM,Euronext Access Paris,EUR,4,4,4,4,17/05/2019 16:30,CET,62,248
AIRBUS,NL0000235190,AIR,Euronext Paris,EUR,116.98,117.54,115.68,116.32,28/05/2019 17:39,CET,1121118,130527581.7
AJAX,NL0000018034,AJAX,Euronext Amsterdam,EUR,16.8,17.1,16.65,16.8,28/05/2019 17:35,CET,12510,212088.95
AKKA TECHNOLOGIES,FR0004180537,AKA,Euronext Paris,EUR,58.2,58.4,57.7,57.8,28/05/2019 17:35,CET,21619,1253024.1
AKWEL,FR0000053027,AKW,Euronext Paris,EUR,16.08,16.5,15.94,16.44,28/05/2019 17:35,CET,9969,162538.74
AKZO NOBEL,NL0013267909,AKZA,Euronext Amsterdam,EUR,77.85,78.56,77.48,78.52,28/05/2019 17:35,CET,1579756,123747803.15
ALBIOMA,FR0000060402,ABIO,Euronext Paris,EUR,20.55,20.85,20.35,20.85,28/05/2019 17:38,CET,63564,1316825.85
ALD,FR0013258662,ALD,Euronext Paris,EUR,13.8,14,13.72,13.86,28/05/2019 17:35,CET,175114,2427650.18
ALES GROUPE,FR0000054652,ALPHY,Euronext Growth Paris,EUR,3.7,3.7,3.7,3.7,28/05/2019 09:00,CET,1,3.7
ALFEN,NL0012817175,ALFEN,Euronext Amsterdam,EUR,10.94,10.94,10.82,10.9,28/05/2019 17:37,CET,3601,39101.56
ALPES (COMPAGNIE),FR0000053324,CDA,Euronext Paris,EUR,24.4,24.6,24.1,24.1,28/05/2019 17:35,CET,17610,426048.85
ALPHA MOS,FR0000062804,ALM,Euronext Paris,EUR,0.118,0.118,0.096,0.098,28/05/2019 17:35,CET,24975,2628.63
ALSTOM,FR0010220475,ALO,Euronext Paris,EUR,40.4,40.6,40.17,40.51,28/05/2019 17:38,CET,752191,30408449.96
ALSTOM NV19,FR0013385648,ALONV,Euronext Paris,EUR,35,35,35,35,22/05/2019 16:30,CET,700,24500
ALTAMIR,FR0000053837,LTA,Euronext Paris,EUR,17,17,16.506,16.506,28/05/2019 16:16,CET,763,12870.96
ALTAREA,FR0000033219,ALTA,Euronext Paris,EUR,189,189,187.2,187.2,28/05/2019 17:35,CET,1977,372934.2
ALTAREIT,FR0000039216,AREIT,Euronext Paris,EUR,595,595,595,595,17/05/2019 11:30,CET,10,5950
ALTEN,FR0000071946,ATE,Euronext Paris,EUR,93.4,94,93.3,93.55,28/05/2019 17:35,CET,38248,3578297.5
ALTICE EUROPE B,NL0011333760,ATCB,Euronext Amsterdam,EUR,2.735,2.825,2.735,2.825,28/05/2019 17:35,CET,73629,206917.17
ALTICE EUROPE N.V.,NL0011333752,ATC,Euronext Amsterdam,EUR,2.716,2.849,2.716,2.849,28/05/2019 17:37,CET,21174037,60006125.53
ALTRAN TECHN.,FR0000034639,ALT,Euronext Paris,EUR,10.79,10.875,10.59,10.59,28/05/2019 17:35,CET,568985,6050290.78
ALTRI SGPS,PTALT0AE0002,ALTR,Euronext Lisbon,EUR,6.23,6.25,6.14,6.18,28/05/2019 21:37,BST,752646,4662208.29
ALTUR INVEST.,FR0010395681,ALTUR,Euronext Paris,EUR,5.74,5.74,5.74,5.74,28/05/2019 15:21,CET,4490,25772.6
ALUMEXX N.V.,NL0012194724,ALX,Euronext Amsterdam,EUR,0.596,0.596,0.58,0.58,28/05/2019 17:29,CET,4444,2591.13
ALVEEN,FR0013253812,MLALV,Euronext Access Paris,EUR,0.705,0.705,0.705,0.705,06/05/2019 16:30,CET,22,15.51
AMATHEON AGRI,NL0010273694,MLAAH,Euronext Access Paris,EUR,0.161,0.161,0.161,0.161,28/05/2019 11:30,CET,1,0.16
AMG,NL0000888691,AMG,Euronext Amsterdam,EUR,23.1,23.76,23.1,23.5,28/05/2019 17:35,CET,302246,7110024.67
AMINEX PLC,IE0003073255,DOP,Euronext Dublin,EUR,0.01,0.01,0.01,0.01,28/05/2019 11:05,UTC,153899,1538.99
AMOEBA,FR0011051598,AMEBA,Euronext Paris,EUR,2.05,2.075,2.035,2.05,28/05/2019 17:29,CET,18920,38734.68
AMPLITUDE SURGICAL,FR0012789667,AMPLI,Euronext Paris,EUR,2.39,2.39,2.36,2.37,28/05/2019 17:35,CET,3161,7494.69
AMRYT PHARMA PLC,GB00BDD1LS57,AYP,Euronext Growth Dublin,EUR,0.1405,0.1405,0.14,0.14,20/05/2019 14:50,UTC,4500,631.27
AMSTERDAM COMMOD.,NL0000313286,ACOMO,Euronext Amsterdam,EUR,19.5,19.58,19.3,19.5,28/05/2019 17:35,CET,6942,134693.56
AMUNDI,FR0004125920,AMUN,Euronext Paris,EUR,57.9,58.4,57.35,58.4,28/05/2019 17:35,CET,278843,16259574.25
AND INTERNATIONAL,NL0000430106,AND,Euronext Amsterdam,EUR,2.55,2.59,2.5,2.5,28/05/2019 17:28,CET,14936,38029.03
ANEVIA,FR0011910652,ALANV,Euronext Growth Paris,EUR,1.345,1.345,1.345,1.345,28/05/2019 16:38,CET,131,176.2
ANEVIA BSA 2018,FR0013391182,ANVBS,Euronext Growth Paris,EUR,-,-,-,-,-,-,-,-
ANTALIS,FR0013258589,ANTA,Euronext Paris,EUR,0.814,0.838,0.81,0.816,28/05/2019 17:12,CET,3205,2631.88
ANTARES CERT,BE0003676872,ANT,Euronext Brussels,EUR,54.6,54.6,54.6,54.6,20/05/2019 16:30,CET,141,7698.6
ANTEVENIO,ES0109429037,ALANT,Euronext Growth Paris,EUR,6.94,6.94,6.94,6.94,28/05/2019 09:00,CET,1,6.94
AP ALTERNAT ASSETS,GB00B15Y0C52,AAA,Euronext Amsterdam,USD,0.11,0.11,0.11,0.11,28/05/2019 10:36,CET,323,31.75
APERAM,LU0569974404,APAM,"Euronext Amsterdam, Brussels, Paris",EUR,21.96,22.15,21.63,21.63,28/05/2019 17:35,CET,283416,6181256.44
APPLEGREEN PLC,IE00BXC8D038,APGN,Euronext Growth Dublin,EUR,5.22,5.46,5.22,5.28,28/05/2019 15:30,UTC,39170,207280.95
APRIL,FR0004037125,APR,Euronext Paris,EUR,21.4,21.4,21.3,21.3,28/05/2019 17:35,CET,2879,61350.6
AQUILA,FR0010340711,ALAQU,Euronext Growth Paris,EUR,6.95,6.95,6.95,6.95,28/05/2019 11:30,CET,326,2265.7
ARCADIS,NL0006237562,ARCAD,Euronext Amsterdam,EUR,17,17.1,16.81,16.87,28/05/2019 17:35,CET,152750,2591262.02
ARCELORMITTAL SA,LU1598757687,MT,"Euronext Amsterdam, Paris",EUR,14.22,14.45,14.014,14.124,28/05/2019 17:38,CET,6168779,87701430.07
ARCHOS,FR0000182479,JXR,Euronext Paris,EUR,0.235,0.2425,0.232,0.235,28/05/2019 17:35,CET,213484,50390.02
ARCURE,FR0013398997,ALCUR,Euronext Growth Paris,EUR,7.29,7.29,7.06,7.07,28/05/2019 16:22,CET,936,6612.01
ARDOIN ST AMAND A,FR0005057635,MLARD,Euronext Access Paris,EUR,199,199,199,199,08/05/2019 16:30,CET,80,15920
ARDOIN ST AMAND B,FR0004070795,ARDO,Euronext Access Paris,EUR,80,80,80,80,07/09/2016 15:30,CET,4,320
ARGAN,FR0010481960,ARG,Euronext Paris,EUR,57.6,57.6,56.4,57.2,28/05/2019 17:35,CET,1300,74382.8
ARGENX SE,NL0010832176,ARGX,Euronext Brussels,EUR,120,122,118.3,119.3,28/05/2019 17:35,CET,140171,16789117
ARKEMA,FR0010313833,AKE,Euronext Paris,EUR,76.9,77.74,76.32,77.04,28/05/2019 17:35,CET,318813,24576918.84
ARTEA,FR0012185536,ARTE,Euronext Paris,EUR,11.6,11.6,11.6,11.6,28/05/2019 09:00,CET,1,11.6
ARTEFACT,FR0000079683,ALATF,Euronext Growth Paris,EUR,2.33,2.33,2.14,2.235,28/05/2019 17:35,CET,96594,222022.69
ARTHUR MAURY,FR0013268067,MLAMY,Euronext Access Paris,EUR,3.6,3.6,3.6,3.6,19/01/2018 14:38,CET,6600,23760
ARTOIS NOM.,FR0000076952,ARTO,Euronext Paris,EUR,5550,5550,5550,5550,16/05/2019 11:30,CET,12,66600
ARTPRICE COM,FR0000074783,PRC,Euronext Paris,EUR,12.18,12.46,12.18,12.46,28/05/2019 17:35,CET,4501,55586
ARYZTA AG,CH0043238366,YZA,Euronext Dublin,EUR,1.123,1.188,1.123,1.162,28/05/2019 15:15,UTC,18244,21082.34
ASCENCIO,BE0003856730,ASC,Euronext Brussels,EUR,55.8,55.8,55.2,55.8,28/05/2019 17:35,CET,1599,88989.6
ASHLER ET MANSON,FR0012968485,MLAEM,Euronext Access Paris,EUR,1.62,1.62,1.62,1.62,25/03/2019 16:30,CET,2,3.24
ASIT,BE0974289218,ASIT,"Euronext Brussels, Paris",EUR,1.35,1.35,1.32,1.32,28/05/2019 17:05,CET,8668,11579.3
ASM INTERNATIONAL,NL0000334118,ASM,Euronext Amsterdam,EUR,54.68,55.36,54.02,54.46,28/05/2019 17:35,CET,293038,15977660.8
ASML HOLDING,NL0010273215,ASML,Euronext Amsterdam,EUR,172.82,173.84,170.86,172.16,28/05/2019 17:38,CET,3139168,540362456.92
ASR NEDERLAND,NL0011872643,ASRNL,Euronext Amsterdam,EUR,35.32,35.32,34.84,35,28/05/2019 17:35,CET,280667,9832938.27
ASSICURAZ.GEN.ORD.,IT0000062072,GEN,Traded not listed Brussels,EUR,16.6,16.8,16.6,16.8,20/05/2019 15:28,CET,410,6860
ASSIMA,GB00B19RTX44,ALSIM,Euronext Growth Paris,EUR,0.3,0.3,0.3,0.3,28/05/2019 16:30,CET,1,0.3
ASSYSTEM,FR0000074148,ASY,Euronext Paris,EUR,32.45,32.55,32.2,32.5,28/05/2019 17:35,CET,5520,179006.6
ATARI,FR0010478248,ATA,Euronext Paris,EUR,0.33,0.3376,0.33,0.3346,28/05/2019 17:35,CET,281303,94081.23
ATEME,FR0011992700,ATEME,Euronext Paris,EUR,9.36,9.99,9.3,9.87,28/05/2019 17:36,CET,44919,433850.27
ATENOR,BE0003837540,ATEB,Euronext Brussels,EUR,66.8,66.8,65.6,66,28/05/2019 17:35,CET,1643,108518.4
ATOS,FR0000051732,ATO,Euronext Paris,EUR,71.34,72.42,70.94,70.94,28/05/2019 17:37,CET,906656,64585903.66
ATRIUM EUR REALEST,JE00B3DCF752,ATRS,Euronext Amsterdam,EUR,3.295,3.295,3.29,3.29,28/05/2019 17:27,CET,2587,8516.23
AUBAY,FR0000063737,AUB,Euronext Paris,EUR,30.9,31,29.7,30.15,28/05/2019 17:35,CET,15299,462376.95
AUDIENCE LABS,FR0011896463,MLAUD,Euronext Access Paris,EUR,7.7,7.7,7.7,7.7,22/05/2018 16:30,CET,13,100.1
AUDIOVALLEY,BE0974334667,ALAVY,"Euronext Growth Paris, Brussels",EUR,4.54,4.54,4.54,4.54,28/05/2019 09:00,CET,1,4.54
AUGROS COSMETICS,FR0000061780,AUGR,Euronext Paris,EUR,6.35,6.35,5.85,5.85,24/05/2019 16:30,CET,91,544.85
AUPLATA,FR0013410370,ALAUP,Euronext Growth Paris,EUR,0.43,0.4396,0.406,0.419,28/05/2019 17:35,CET,567687,237325.69
AUREA,FR0000039232,AURE,Euronext Paris,EUR,5.7,5.7,5.58,5.6,28/05/2019 17:22,CET,2175,12231.36
AURES TECHNOLOGIES,FR0013183589,AURS,Euronext Paris,EUR,25.65,26,25.2,25.3,28/05/2019 17:29,CET,1078,27574.5
AVANTIUM,NL0012047823,AVTX,"Euronext Amsterdam, Brussels",EUR,2.555,2.57,2.53,2.56,28/05/2019 16:55,CET,8234,20883.74
AVENIR TELECOM,FR0000066052,AVT,Euronext Paris,EUR,0.074,0.074,0.07,0.0708,28/05/2019 17:35,CET,461508,32507.84
AWOX,FR0011800218,AWOX,Euronext Paris,EUR,1.36,1.36,1.325,1.34,28/05/2019 17:29,CET,20014,26840.28
AXA,FR0000120628,CS,Euronext Paris,EUR,22.48,22.48,22.19,22.195,28/05/2019 17:37,CET,8894469,197844457.75
AXWAY SOFTWARE,FR0011040500,AXW,Euronext Paris,EUR,12.5,12.55,12.5,12.55,28/05/2019 17:35,CET,256,3212.7
AZ LEASING,IT0004812258,MLAZL,Euronext Access Paris,EUR,1.4,1.4,1.4,1.4,21/12/2018 11:30,CET,2,2.8
AZOREAN TECH,PTAZR0AM0006,MLAAT,Euronext Access Paris,EUR,0.048,0.048,0.048,0.048,13/05/2019 11:30,CET,5500,264
B&S Group,LU1789205884,BSGR,Euronext Amsterdam,EUR,12.84,13.04,12.7,12.74,28/05/2019 17:35,CET,10168,131507.24
B.COM.PORTUGUES,PTBCP0AM0015,BCP,Euronext Lisbon,EUR,0.257,0.2592,0.2544,0.2572,28/05/2019 21:35,BST,56009072,14407713.48
BACCARAT,FR0000064123,BCRA,Euronext Paris,EUR,204,204,204,204,28/05/2019 16:30,CET,7,1428
BAIKOWSKI,FR0013384369,ALBKK,Euronext Growth Paris,EUR,15.002,15.002,15.002,15.002,28/05/2019 09:00,CET,1,15
BAINS MER MONACO,MC0000031187,BAIN,Euronext Paris,EUR,48.9,49,48.5,49,28/05/2019 17:23,CET,1134,55325.2
BALTA GROUP,BE0974314461,BALTA,Euronext Brussels,EUR,3.12,3.135,3.1,3.1,28/05/2019 17:29,CET,1475,4584.08
BALYO,FR0013258399,BALYO,Euronext Paris,EUR,3.23,3.25,3.185,3.195,28/05/2019 17:19,CET,25997,83767.6
BAM GROEP KON,NL0000337319,BAMNB,Euronext Amsterdam,EUR,3.73,3.75,3.702,3.718,28/05/2019 17:35,CET,1863973,6944526.35
BANCO BILBAO VIZC.,ES0113211835,BBV,Traded not listed Brussels,EUR,4.966,4.966,4.9635,4.9635,28/05/2019 10:40,CET,5000,24823.75
BANCO SANTANDER,ES0113900J37,SANTA,Traded not listed Brussels,EUR,4.063,4.063,4.063,4.063,27/05/2019 09:00,CET,45,182.83
BANIMMO A,BE0003870871,BANI,Euronext Brussels,EUR,3.45,3.49,3.45,3.45,28/05/2019 17:07,CET,5409,18794.43
BANK OF IR NC PREF,IE0000730790,DD7E,Euronext Dublin,EUR,24,24.05,24,24.05,31/01/2019 23:00,UTC,2200,52855
BANK OF IR NCP STF,IE0000730808,DD7D,Euronext Dublin,EUR,-,-,-,18.7413,13/07/2017 22:00,UTC,-,-
BANK OF IRELAND GP,IE00BD1RP616,BIRG,Euronext Dublin,EUR,4.76,4.93,4.64,4.876,28/05/2019 15:30,UTC,2311477,11146016.5
BARBARA BUI,FR0000062788,BUI,Euronext Paris,EUR,6.9,6.9,6.9,6.9,23/05/2019 11:30,CET,150,1035
BARCO,BE0003790079,BAR,Euronext Brussels,EUR,167,170.4,166.8,169.8,28/05/2019 17:35,CET,37246,6306766.2
BARINGS CORE SPAIN,ES0105362000,MLBAR,Euronext Access Paris,EUR,-,-,-,-,-,-,-,-
BASIC-FIT,NL0011872650,BFIT,Euronext Amsterdam,EUR,30.55,30.85,29.9,30,28/05/2019 13:07,CET,213179,6411988.75
BASILIX CERT,BE0003674851,BAS,Euronext Brussels,EUR,15.85,15.85,15.85,15.85,27/05/2019 16:30,CET,672,10651.2
BASTIDE LE CONFORT,FR0000035370,BLC,Euronext Paris,EUR,37.2,37.45,36.5,36.5,28/05/2019 17:35,CET,2357,86647.75
BATLA MINERALS,FR0010436170,MLBAT,Euronext Access Paris,EUR,0.57,0.57,0.57,0.57,28/05/2019 11:30,CET,12877,7339.89
BD MULTI MEDIA,FR0000035305,ALBDM,Euronext Growth Paris,EUR,1.27,1.27,1.27,1.27,28/05/2019 16:47,CET,1500,1905
BE Semiconductor,NL0012866412,BESI,Euronext Amsterdam,EUR,21.45,21.64,21.06,21.07,28/05/2019 17:35,CET,377010,7989218.9
BEAULIEU-AV. CERT,BE0003661726,BEAB,Euronext Brussels,EUR,80,80,80,80,28/05/2019 12:07,CET,175,14000
BEFIMMO,BE0003678894,BEFB,Euronext Brussels,EUR,50.9,50.9,50.3,50.3,28/05/2019 17:35,CET,20208,1017844.5
BEKAERT,BE0974258874,BEKB,Euronext Brussels,EUR,21.8,22.12,21.56,21.92,28/05/2019 17:35,CET,102053,2238576.72
BEL,FR0000121857,FBEL,Euronext Paris,EUR,280,280,280,280,27/05/2019 16:36,CET,28,7840
BELIER,FR0000072399,BELI,Euronext Paris,EUR,31.5,31.7,31.5,31.7,28/05/2019 17:35,CET,1445,45533.4
BELRECA,BE0020575115,BELR,Euronext Brussels,EUR,109,109,109,109,14/05/2019 12:43,CET,10,1090
BELUGA,BE0003723377,BELU,Euronext Brussels,EUR,1.73,1.9,1.73,1.9,15/05/2019 16:30,CET,2460,4668.9
BENETEAU,FR0000035164,BEN,Euronext Paris,EUR,10.5,10.73,10.42,10.45,28/05/2019 17:35,CET,189852,2000652.5
BENFICA,PTSLB0AM0010,SLBEN,Euronext Lisbon,EUR,2.8,2.8,2.72,2.74,28/05/2019 21:10,BST,809,2244.48
BERNARD LOISEAU,FR0000066961,ALDBL,Euronext Growth Paris,EUR,3.2,3.2,3.2,3.2,28/05/2019 11:30,CET,1,3.2
BETER BED,NL0000339703,BBED,Euronext Amsterdam,EUR,3.905,3.92,3.875,3.9,28/05/2019 17:35,CET,5779,22587.96
BEVER HOLDING,NL0000285278,BEVER,Euronext Amsterdam,EUR,3.4,3.4,3.4,3.4,02/05/2019 11:30,CET,99,336.6
BIC,FR0000120966,BB,Euronext Paris,EUR,74.5,74.75,73.25,73.25,28/05/2019 17:35,CET,208921,15332568.7
BIGBEN INTERACTIVE,FR0000074072,BIG,Euronext Paris,EUR,11.5,11.7,10.86,10.9,28/05/2019 17:35,CET,150823,1698038.92
BILENDI,FR0004174233,ALBLD,Euronext Growth Paris,EUR,10.8,10.9,10.8,10.9,28/05/2019 12:06,CET,46,500.3
BINCKBANK,NL0000335578,BINCK,Euronext Amsterdam,EUR,6.31,6.32,6.31,6.32,28/05/2019 17:35,CET,137611,869302.17
BIO-UV GROUP,FR0013345493,ALTUV,Euronext Growth Paris,EUR,3.7,3.7,3.61,3.62,28/05/2019 17:06,CET,2084,7640.25
BIOCARTIS,BE0974281132,BCART,Euronext Brussels,EUR,11.54,11.58,11.28,11.58,28/05/2019 17:35,CET,210781,2434593.04
BIOCORP,FR0012788065,ALCOR,Euronext Growth Paris,EUR,10.1,10.2,10,10.2,28/05/2019 10:12,CET,309,3099.9
BIOM UP SA,FR0013284080,BUP,Euronext Paris,EUR,2.2,2.24,2.19,2.2,28/05/2019 17:19,CET,9996,21960.92
BIOMERIEUX,FR0013280286,BIM,Euronext Paris,EUR,74.2,75.05,73.8,73.8,28/05/2019 17:35,CET,187651,13905163.7
BIOPHYTIS,FR0012816825,ALBPS,Euronext Growth Paris,EUR,1.138,1.138,1.112,1.128,28/05/2019 17:35,CET,17492,19632.52
BIOSYNEX,FR0011005933,ALBIO,Euronext Growth Paris,EUR,2.76,2.76,2.75,2.75,27/05/2019 16:44,CET,1380,3798.83
BLEECKER,FR0000062150,BLEE,Euronext Paris,EUR,122,134,122,134,30/04/2019 16:46,CET,134,16756
BLUE,FR0011592104,BLUE,Euronext Paris,EUR,16.65,16.65,16.65,16.65,28/05/2019 15:32,CET,130,2164.5
BLUE SHARK POWER,FR0013340973,MLBSP,Euronext Access Paris,EUR,4.7,4.7,4.7,4.7,28/05/2019 16:30,CET,30,141
BLUELINEA,FR0011041011,ALBLU,Euronext Growth Paris,EUR,3.62,3.62,3.62,3.62,28/05/2019 09:00,CET,1,3.62
BNP PARIBAS ACT.A,FR0000131104,BNP,Euronext Paris,EUR,44.385,44.425,43.5,44.285,28/05/2019 17:38,CET,5841362,257732685.55
BODY ONE,FR0010106039,MLONE,Euronext Access Paris,EUR,0.21,0.21,0.21,0.21,21/05/2019 11:30,CET,6,1.26
BOEING COMPANY,US0970231058,BOEI,Traded not listed Brussels,USD,372,372,370,370,11/04/2019 12:14,CET,16,5273.44
BOIRON,FR0000061129,BOI,Euronext Paris,EUR,39.65,40.3,39.1,40.3,28/05/2019 17:35,CET,24600,987604.45
